cv_etendu_normalise,metier
Exemple de contribution spécifique au métier : Développeur Mobiles. Conception UI/UX pour mobile avec Figma. Encadrement de juniors en développement mobile. Optimisation des performances d’applications React Native. Master en informatique mobile et cloud. Bonne communication écrite et orale en français et en anglais. Création d’applications Android et iOS. Exemple de contribution spécifique au métier : Développeur Mobiles. Maîtrise des outils de virtualisation et de conteneurisation. Participation à des audits de performance des systèmes. Tests unitaires avec Espresso et XCTest. Solide compréhension de la sécurité informatique.,Développeur Mobiles
"Expérience dans la rédaction de documentation technique. Maîtrise des systèmes d’exploitation Linux et Windows. Licence professionnelle en développement mobile. Capacité à travailler en équipe dans des environnements agiles. Publication de tutoriels techniques sur Medium. Solide compréhension de la sécurité informatique. Exemple de contribution spécifique au métier : Développeur Mobiles. Création d’applications Android et iOS. Formation continue sur les technologies émergentes. Exemple de contribution spécifique au métier : Développeur Mobiles. Maîtrise de Flutter, Dart, Kotlin, Swift et React Native. Optimisation des performances d’applications React Native.",Développeur Mobiles
Application de réservation de rendez-vous médicaux. Maîtrise des outils de virtualisation et de conteneurisation. Tests unitaires et fonctionnels avec Espresso et XCTest. Solide compréhension de la sécurité informatique. Licence professionnelle en développement mobile. Formation continue sur les technologies émergentes. Développement d’applications Android natives avec Kotlin. Exemple de contribution spécifique au métier : Développeur Mobiles. Maintenance et amélioration d’une application iOS en Swift. Bonne communication écrite et orale en français et en anglais. Mise en place de processus d'intégration continue. Exemple de contribution spécifique au métier : Développeur Mobiles.,Développeur Mobiles
Participation à des audits de performance des systèmes. Expérience dans le support technique aux utilisateurs. Utilisation de Firebase pour l’authentification et la base de données. Maîtrise des systèmes d’exploitation Linux et Windows. Connaissance approfondie des bases de données relationnelles. Capacité d’adaptation dans des contextes multiculturels. Publication de tutoriels techniques sur Medium. Implémentation d’un système de chat temps réel mobile. Exemple de contribution spécifique au métier : Développeur Mobiles. Connexion d’APIs REST aux interfaces mobiles. Intégration d’API REST dans des applications mobiles hybrides. Formation Android Kotlin et iOS Swift.,Développeur Mobiles
Création d’interfaces utilisateur réactives sous Flutter. Exemple de contribution spécifique au métier : Développeur Mobiles. Participation à des concours d’innovation mobile. Utilisation de Flutter pour le développement cross-platform. Esprit d’analyse et rigueur dans la résolution de problèmes. Connaissance approfondie des bases de données relationnelles. Participation à des concours d’innovation mobile. Formation Android Kotlin et iOS Swift. Création d’applications Android et iOS. Compétence en gestion de projets informatiques. Expérience dans la rédaction de documentation technique. Capacité d’adaptation dans des contextes multiculturels.,Développeur Mobiles
Expérience dans la rédaction de documentation technique. Création d’applications Android et iOS. Expérience avec les notifications push et géolocalisation. Bonne communication écrite et orale en français et en anglais. Esprit d’analyse et rigueur dans la résolution de problèmes. Capacité d’adaptation dans des contextes multiculturels. Connexion d’APIs REST aux interfaces mobiles. Participation à des concours d’innovation mobile. Exemple de contribution spécifique au métier : Développeur Mobiles. Création d’interfaces utilisateur réactives sous Flutter. Tests unitaires avec Espresso et XCTest. Maîtrise des outils de virtualisation et de conteneurisation.,Développeur Mobiles
"Formation Android Kotlin et iOS Swift. Exemple de contribution spécifique au métier : Développeur Mobiles. Connexion d’APIs REST aux interfaces mobiles. Formation continue sur les technologies émergentes. Création d’interfaces utilisateur réactives sous Flutter. Exemple de contribution spécifique au métier : Développeur Mobiles. Expérience dans le support technique aux utilisateurs. Contribution à des plugins open source pour Flutter. Esprit d’analyse et rigueur dans la résolution de problèmes. Application de réservation de rendez-vous médicaux. Solide compréhension de la sécurité informatique. Maîtrise de Flutter, Dart, Kotlin, Swift et React Native.",Développeur Mobiles
Participation à des audits de performance des systèmes. Création d’applications Android et iOS. Utilisation de Flutter pour le développement cross-platform. Conception UI/UX pour mobile avec Figma. Exemple de contribution spécifique au métier : Développeur Mobiles. Publication d’applications mobiles sur Google Play et App Store. Création d’interfaces utilisateur réactives sous Flutter. Exemple de contribution spécifique au métier : Développeur Mobiles. Optimisation des performances d’applications React Native. Expérience dans le support technique aux utilisateurs. Tests unitaires et fonctionnels avec Espresso et XCTest. Maîtrise des systèmes d’exploitation Linux et Windows.,Développeur Mobiles
Publication d’applications mobiles sur Google Play et App Store. Optimisation des performances d’applications React Native. Maîtrise des systèmes d’exploitation Linux et Windows. Développement d’une application de livraison en Flutter. Licence professionnelle en développement mobile. Connaissance approfondie des bases de données relationnelles. Expérience dans la rédaction de documentation technique. Exemple de contribution spécifique au métier : Développeur Mobiles. Formation continue sur les technologies émergentes. Utilisation de Firebase pour l’authentification et la base de données. Maintenance et amélioration d’une application iOS en Swift. Exemple de contribution spécifique au métier : Développeur Mobiles.,Développeur Mobiles
Implémentation d’un système de chat temps réel mobile. Licence professionnelle en développement mobile. Conception UI/UX pour mobile avec Figma. Tests unitaires avec Espresso et XCTest. Maîtrise des outils de virtualisation et de conteneurisation. Esprit d’analyse et rigueur dans la résolution de problèmes. Exemple de contribution spécifique au métier : Développeur Mobiles. Connaissance approfondie des bases de données relationnelles. Expérience dans le support technique aux utilisateurs. Exemple de contribution spécifique au métier : Développeur Mobiles. Participation active à des projets open source. Capacité à travailler en équipe dans des environnements agiles.,Développeur Mobiles
"Mise en place de processus d'intégration continue. Création d’un jeu éducatif pour enfants sur Android. Tests unitaires avec Espresso et XCTest. Expérience dans la rédaction de documentation technique. Maîtrise des systèmes d’exploitation Linux et Windows. Maîtrise de Flutter, Dart, Kotlin, Swift et React Native. Capacité à travailler en équipe dans des environnements agiles. Utilisation de Firebase pour l’authentification et la base de données. Participation à des audits de performance des systèmes. Intégration d’API REST dans des applications mobiles hybrides. Publication d’applications mobiles sur Google Play et App Store. Connexion d’APIs REST aux interfaces mobiles.",Développeur Mobiles
"Solide compréhension de la sécurité informatique. Contribution à des plugins open source pour Flutter. Intégration d’API REST dans des applications mobiles hybrides. Certification Flutter Developer par Google. Tests unitaires et fonctionnels avec Espresso et XCTest. Encadrement de juniors en développement mobile. Implémentation d’un système de chat temps réel mobile. Participation active à des projets open source. Maîtrise de Flutter, Dart, Kotlin, Swift et React Native. Expérience dans le support technique aux utilisateurs. Connexion d’APIs REST aux interfaces mobiles. Exemple de contribution spécifique au métier : Développeur Mobiles.",Développeur Mobiles
Bonne communication écrite et orale en français et en anglais. Exemple de contribution spécifique au métier : Développeur Mobiles. Expérience avec les notifications push et géolocalisation. Connaissance approfondie des bases de données relationnelles. Publication de tutoriels techniques sur Medium. Tests unitaires avec Espresso et XCTest. Conception d’un agenda numérique multiplateforme. Création d’applications Android et iOS. Expérience dans le support technique aux utilisateurs. Création d’interfaces utilisateur réactives sous Flutter. Conception UI/UX pour mobile avec Figma. Capacité à travailler en équipe dans des environnements agiles.,Développeur Mobiles
Utilisation de Firebase pour l’authentification et la base de informations. Mise en place de processus d'intégration continue. Exemple de contribution spécifique au métier : Développeur Mobiles. Solide compréhension de la sécurité informatique. Création d’interfaces utilisateur réactives sous Flutter. Bootcamp intensif en développement d'applications mobiles hybrides. Esprit d’analyse et rigueur dans la résolution de problèmes. Maîtrise des systèmes d’exploitation Linux et Windows. Connexion d’APIs REST aux interfaces mobiles. Création d’un jeu éducatif pour enfants sur Android. Capacité à travailler en équipe dans des environnements agiles. Participation à des concours d’innovation mobile.,Développeur Mobiles
Expérience avec les notifications push et géolocalisation. Maîtrise des systèmes d’exploitation Linux et Windows. Capacité d’adaptation dans des contextes multiculturels. Utilisation de Flutter pour le développement cross-platform. Participation à des audits de performance des systèmes. Implémentation d’un système de chat temps réel mobile. Exemple de contribution spécifique au métier : Développeur Mobiles. Encadrement de juniors en développement mobile. Création d’applications Android et iOS. Formation Android Kotlin et iOS Swift. Expérience dans le support technique aux utilisateurs. Publication d’applications mobiles sur Google Play et App Store.,Développeur Mobiles
Création d’interfaces utilisateur réactives sous Flutter. Capacité d’adaptation dans des contextes multiculturels. Développement d’une application de livraison en Flutter. Compétence en gestion de projets informatiques. Participation à des concours d’innovation mobile. Participation à des audits de performance des systèmes. Esprit d’analyse et rigueur dans la résolution de problèmes. Exemple de contribution spécifique au métier : Développeur Mobiles. Développement d’applications Android natives avec Kotlin. Exemple de contribution spécifique au métier : Développeur Mobiles. Connaissance approfondie des bases de données relationnelles. Utilisation de Flutter pour le développement cross-platform.,Développeur Mobiles
Exemple de contribution spécifique au métier : Développeur Mobiles. Création d’interfaces utilisateur réactives sous Flutter. Conception d’un agenda numérique multiplateforme. Connaissance approfondie des bases de données relationnelles. Tests unitaires et fonctionnels avec Espresso et XCTest. Capacité d’adaptation dans des contextes multiculturels. Publication de tutoriels techniques sur Medium. Exemple de contribution spécifique au métier : Développeur Mobiles. Conception UI/UX pour mobile avec Figma. Bootcamp intensif en développement d'applications mobiles hybrides. Création d’applications Android et iOS. Encadrement de juniors en développement mobile.,Développeur Mobiles
Capacité à travailler en équipe dans des environnements agiles. Développement d’une application de livraison en Flutter. Expérience dans la rédaction de documentation technique. Contribution à des plugins open source pour Flutter. Tests unitaires avec Espresso et XCTest. Utilisation de Flutter pour le développement cross-platform. Exemple de contribution spécifique au métier : Développeur Mobiles. Création d’interfaces utilisateur réactives sous Flutter. Utilisation de Firebase pour l’authentification et la base de données. Participation à des concours d’innovation mobile. Exemple de contribution spécifique au métier : Développeur Mobiles. Participation à des audits de performance des systèmes.,Développeur Mobiles
"Expérience dans le support technique aux utilisateurs. Exemple de contribution spécifique au métier : Formateur Informatique. Animation de sessions de formation sur les langages Python et Java. Conception de contenus pédagogiques interactifs pour les apprenants. Exemple de contribution spécifique au métier : Formateur Informatique. Évaluation des acquis avec des outils interactifs (Kahoot, Quizizz). Formation continue sur les technologies émergentes. Formation professionnelle continue en cybersécurité pour adultes. Maîtrise des outils de virtualisation et de conteneurisation. Encadrement de projets pratiques pour les étudiants. Exemple de contribution spécifique au métier : Formateur Informatique. Mise en place de classes inversées pour favoriser l’autonomie.",Formateur Informatique
"Mise en place de processus d'intégration continue. Encadrement d’ateliers pratiques sur le développement web. Animation de sessions de formation sur les langages Python et Java. Master en ingénierie pédagogique multimédia. Maîtrise des systèmes d’exploitation Linux et Windows. Suivi des progrès des apprenants en ligne. Évaluation des acquis avec des outils interactifs (Kahoot, Quizizz). Participation active à des projets open source. Participation à des salons de l'éducation numérique. Capacité à travailler en équipe dans des environnements agiles. Expérience dans la rédaction de documentation technique. Exemple de contribution spécifique au métier : Formateur Informatique.",Formateur Informatique
Bonne communication écrite et orale en français et en anglais. Esprit d’analyse et rigueur dans la résolution de problèmes. Capacité à travailler en équipe dans des environnements agiles. Animation de sessions de formation sur les langages Python et Java. Exemple de contribution spécifique au métier : Formateur Informatique. Pilotage d’un programme de formation en informatique pour adultes en reconversion. Expérience dans le support technique aux utilisateurs. Expérience dans la rédaction de documentation technique. Diplôme d’ingénieur pédagogique digital. Conception de supports pédagogiques interactifs. Formation professionnelle continue en cybersécurité pour adultes. Exemple de contribution spécifique au métier : Formateur Informatique.,Formateur Informatique
Suivi des progrès des apprenants en ligne. Esprit d’analyse et rigueur dans la résolution de problèmes. Rédaction de guides pédagogiques en informatique pour débutants. Expérience dans le support technique aux utilisateurs. Animation de sessions de formation en bureautique et outils collaboratifs. Formation professionnelle continue en cybersécurité pour adultes. Capacité d’adaptation dans des contextes multiculturels. Pilotage d’un programme de formation en informatique pour adultes en reconversion. Exemple de contribution spécifique au métier : Formateur Informatique. Création de parcours e-learning avec Articulate Storyline et Genially. Conception de supports pédagogiques interactifs. Bonne communication écrite et orale en français et en anglais.,Formateur Informatique
"Expérience dans le support technique aux utilisateurs. Maîtrise des systèmes d’exploitation Linux et Windows. Collaboration avec des organismes de formation certifiants. Suivi des progrès des apprenants en ligne. Maîtrise de Moodle, Google Classroom, et outils LMS. Création de parcours e-learning avec Articulate Storyline et Genially. Exemple de contribution spécifique au métier : Formateur Informatique. Animation de sessions de formation sur les langages Python et Java. Pilotage d’un programme de formation en informatique pour adultes en reconversion. Collaboration avec des organismes de formation certifiants. Animation de sessions de formation en bureautique et outils collaboratifs. Licence en technologies de l'information et communication.",Formateur Informatique
"Capacité à travailler en équipe dans des environnements agiles. Connaissance approfondie des bases de données relationnelles. Exemple de contribution spécifique au métier : Formateur Informatique. Esprit d’analyse et rigueur dans la résolution de problèmes. Exemple de contribution spécifique au métier : Formateur Informatique. Animation de sessions de formation sur les langages Python et Java. Mise en place de processus d'intégration continue. Animation de webinaires sur les métiers du numérique. Mise en place de classes inversées pour favoriser l’autonomie. Maîtrise de Moodle, Google Classroom, et outils LMS. Suivi des progrès des apprenants en ligne. Conception de supports pédagogiques interactifs.",Formateur Informatique
Diplôme d’ingénieur pédagogique digital. Capacité à travailler en équipe dans des environnements agiles. Pilotage d’un programme de formation en informatique pour adultes en reconversion. Bonne communication écrite et orale en français et en anglais. Formation professionnelle continue en cybersécurité pour adultes. Animation de sessions de formation sur les langages Python et Java. Maîtrise des outils de virtualisation et de conteneurisation. Rédaction de guides pédagogiques en informatique pour débutants. Participation à des audits de performance des systèmes. Expérience dans le support technique aux utilisateurs. Conception de supports pédagogiques interactifs. Exemple de contribution spécifique au métier : Formateur Informatique.,Formateur Informatique
"Compétence en gestion de projets informatiques. Formation en andragogie et techniques d’animation de groupe. Pilotage d’un programme de formation en informatique pour adultes en reconversion. Rédaction de guides pédagogiques en informatique pour débutants. Exemple de contribution spécifique au métier : Formateur Informatique. Animation de sessions de formation sur les langages Python et Java. Suivi des progrès des apprenants en ligne. Bonne communication écrite et orale en français et en anglais. Participation active à des projets open source. Connaissance approfondie des bases de données relationnelles. Évaluation des acquis avec des outils interactifs (Kahoot, Quizizz). Encadrement d’ateliers pratiques sur le développement web.",Formateur Informatique
"Création d’un module e-learning sur la programmation web. Mise en place de processus d'intégration continue. Exemple de contribution spécifique au métier : Formateur Informatique. Exemple de contribution spécifique au métier : Formateur Informatique. Diplôme d’ingénieur pédagogique digital. Participation à des audits de performance des systèmes. Bonne communication écrite et orale en français et en anglais. Esprit d’analyse et rigueur dans la résolution de problèmes. Encadrement de projets pratiques pour les étudiants. Animation de sessions de formation sur les langages Python et Java. Expérience dans la rédaction de documentation technique. Évaluation des acquis avec des outils interactifs (Kahoot, Quizizz).",Formateur Informatique
"Animation de sessions de formation sur les langages Python et Java. Diplôme d’ingénieur pédagogique digital. Suivi des progrès des apprenants en ligne. Exemple de contribution spécifique au métier : Formateur Informatique. Animation de sessions de formation en bureautique et outils collaboratifs. Maîtrise de Moodle, Google Classroom, et outils LMS. Exemple de contribution spécifique au métier : Formateur Informatique. Connaissance approfondie des bases de données relationnelles. Bonne communication écrite et orale en français et en anglais. Rédaction de guides pédagogiques en informatique pour débutants. Expérience dans la rédaction de documentation technique. Bonne connaissance des langages HTML, CSS, JavaScript et Python.",Formateur Informatique
Exemple de contribution spécifique au métier : Formateur Informatique. Esprit d’analyse et rigueur dans la résolution de problèmes. Connaissance approfondie des bases de données relationnelles. Animation de sessions de formation sur les langages Python et Java. Formation en andragogie et techniques d’animation de groupe. Suivi des progrès des apprenants en ligne. Capacité à travailler en équipe dans des environnements agiles. Animation de formations en présentiel et distanciel. Exemple de contribution spécifique au métier : Formateur Informatique. Participation active à des projets open source. Animation de sessions de formation en bureautique et outils collaboratifs. Pilotage d’un programme de formation en informatique pour adultes en reconversion.,Formateur Informatique
"Animation de sessions de formation sur les langages Python et Java. Conception de contenus pédagogiques interactifs pour les apprenants. Exemple de contribution spécifique au métier : Formateur Informatique. Maîtrise de Moodle, Google Classroom, et outils LMS. Bonne communication écrite et orale en français et en anglais. Création d’un module e-learning sur la programmation web. Expérience dans le support technique aux utilisateurs. Capacité d’adaptation dans des contextes multiculturels. Master en ingénierie pédagogique multimédia. Suivi des progrès des apprenants en ligne. Exemple de contribution spécifique au métier : Formateur Informatique. Maîtrise des systèmes d’exploitation Linux et Windows.",Formateur Informatique
Solide compréhension de la sécurité informatique. Capacité à travailler en équipe dans des environnements agiles. Développement d’un MOOC sur les bases de données relationnelles. Accompagnement d’étudiants en projets informatiques de fin d’études. Connaissance approfondie des bases de données relationnelles. Participation à des salons de l'éducation numérique. Animation de formations en présentiel et distanciel. Diplôme d’ingénieur pédagogique digital. Expérience dans le support technique aux utilisateurs. Collaboration avec des organismes de formation certifiants. Animation de sessions de formation sur les langages Python et Java. Encadrement d’ateliers pratiques sur le développement web.,Formateur Informatique
"Suivi des progrès des apprenants en ligne. Licence en technologies de l'information et communication. Exemple de contribution spécifique au métier : Formateur Informatique. Bonne connaissance des langages HTML, CSS, JavaScript et Python. Esprit d’analyse et rigueur dans la résolution de problèmes. Accompagnement d’étudiants en projets informatiques de fin d’études. Animation de sessions de formation sur les langages Python et Java. Maîtrise des systèmes d’exploitation Linux et Windows. Bonne communication écrite et orale en français et en anglais. Conception de contenus pédagogiques interactifs pour les apprenants. Conception de supports pédagogiques interactifs. Création de parcours e-learning avec Articulate Storyline et Genially.",Formateur Informatique
Esprit d’analyse et rigueur dans la résolution de problèmes. Développement d’un MOOC sur les bases de données relationnelles. Création de parcours e-learning avec Articulate Storyline et Genially. Accompagnement d’étudiants en projets informatiques de fin d’études. Animation de formations en présentiel et distanciel. Encadrement de projets pratiques pour les étudiants. Mise en place de processus d'intégration continue. Participation à des salons de l'éducation numérique. Exemple de contribution spécifique au métier : Formateur Informatique. Expérience dans le support technique aux utilisateurs. Compétence en gestion de projets informatiques. Expérience dans la rédaction de documentation technique.,Formateur Informatique
"Formation professionnelle continue en cybersécurité pour adultes. Expérience dans la rédaction de documentation technique. Création d’un module e-learning sur la programmation web. Expérience dans le support technique aux utilisateurs. Compétence en gestion de projets informatiques. Encadrement de projets pratiques pour les étudiants. Capacité d’adaptation dans des contextes multiculturels. Exemple de contribution spécifique au métier : Formateur Informatique. Bonne connaissance des langages HTML, CSS, JavaScript et Python. Exemple de contribution spécifique au métier : Formateur Informatique. Conception de contenus pédagogiques interactifs pour les apprenants. Suivi des progrès des apprenants en ligne.",Formateur Informatique
"Participation active à des projets open source. Accompagnement d’étudiants en projets informatiques de fin d’études. Animation de sessions de formation sur les langages Python et Java. Compétence en gestion de missions informatiques. Esprit d’analyse et rigueur dans la résolution de problèmes. Bonne connaissance des langages HTML, CSS, JavaScript et Python. Animation de formations en présentiel et distanciel. Conception de supports pédagogiques interactifs. Maîtrise des outils de virtualisation et de conteneurisation. Création d’un module e-learning sur la programmation web. Exemple de contribution spécifique au métier : Formateur Informatique. Formation professionnelle continue en cybersécurité pour adultes.",Formateur Informatique
Participation à des salons de l'éducation numérique. Exemple de contribution spécifique au métier : Formateur Informatique. Exemple de contribution spécifique au métier : Formateur Informatique. Esprit d’analyse et rigueur dans la résolution de problèmes. Mise en place de processus d'intégration continue. Exemple de contribution spécifique au métier : Formateur Informatique. Encadrement de projets pratiques pour les étudiants. Licence en technologies de l'information et communication. Animation de webinaires sur les métiers du numérique. Conception de supports pédagogiques interactifs. Formation continue sur les technologies émergentes. Animation de formations en présentiel et distanciel.,Formateur Informatique
"Pilotage d’un programme de formation en informatique pour adultes en reconversion. Exemple de contribution spécifique au métier : Formateur Informatique. Conception de contenus pédagogiques interactifs pour les apprenants. Conception de supports pédagogiques interactifs. Exemple de contribution spécifique au métier : Formateur Informatique. Participation active à des projets open source. Suivi des progrès des apprenants en ligne. Exemple de contribution spécifique au métier : Formateur Informatique. Animation de formations en présentiel et distanciel. Maîtrise des systèmes d’exploitation Linux et Windows. Encadrement d’ateliers pratiques sur le développement web. Évaluation des acquis avec des outils interactifs (Kahoot, Quizizz).",Formateur Informatique
Suivi des progrès des apprenants en ligne. Exemple de contribution spécifique au métier : Formateur Informatique. Encadrement de projets pratiques pour les étudiants. Animation de webinaires sur les métiers du numérique. Création d’un module e-learning sur la programmation web. Exemple de contribution spécifique au métier : Formateur Informatique. Exemple de contribution spécifique au métier : Formateur Informatique. Esprit d’analyse et rigueur dans la résolution de problèmes. Compétence en gestion de projets informatiques. Solide compréhension de la sécurité informatique. Conception de contenus pédagogiques interactifs pour les apprenants. Formation en andragogie et techniques d’animation de groupe.,Formateur Informatique
Suivi des progrès des apprenants en ligne. Accompagnement d’étudiants en projets informatiques de fin d’études. Solide compréhension de la sécurité informatique. Formation continue sur les technologies émergentes. Exemple de contribution spécifique au métier : Formateur Informatique. Participation active à des projets open source. Bonne communication écrite et orale en français et en anglais. Formation en andragogie et techniques d’animation de groupe. Compétence en gestion de projets informatiques. Encadrement de projets pratiques pour les étudiants. Création de parcours e-learning avec Articulate Storyline et Genially. Participation à des audits de performance des systèmes.,Formateur Informatique
"Évaluation des acquis avec des outils interactifs (Kahoot, Quizizz). Encadrement de projets pratiques pour les étudiants. Exemple de contribution spécifique au métier : Formateur Informatique. Encadrement d’ateliers pratiques sur le développement web. Exemple de contribution spécifique au métier : Formateur Informatique. Rédaction de guides pédagogiques en informatique pour débutants. Exemple de contribution spécifique au métier : Formateur Informatique. Collaboration avec des organismes de formation certifiants. Animation de sessions de formation en bureautique et outils collaboratifs. Maîtrise des outils de virtualisation et de conteneurisation. Certification de formateur professionnel en informatique. Suivi des progrès des apprenants en ligne.",Formateur Informatique
"Encadrement d’ateliers pratiques sur le développement web. Mise en place de classes inversées pour favoriser l’autonomie. Suivi des progrès des apprenants en ligne. Bonne communication écrite et orale en français et en anglais. Participation active à des projets open source. Compétence en gestion de projets informatiques. Expérience dans la rédaction de documentation technique. Participation à des audits de performance des systèmes. Capacité d’adaptation dans des contextes multiculturels. Exemple de contribution spécifique au métier : Formateur Informatique. Conception de contenus pédagogiques interactifs pour les apprenants. Bonne connaissance des langages HTML, CSS, JavaScript et Python.",Formateur Informatique
"Encadrement d’ateliers pratiques sur le développement web. Connaissance approfondie des bases de données relationnelles. Exemple de contribution spécifique au métier : Formateur Informatique. Participation à des audits de performance des systèmes. Exemple de contribution spécifique au métier : Formateur Informatique. Encadrement de projets pratiques pour les étudiants. Mise en place de processus d'intégration continue. Exemple de contribution spécifique au métier : Formateur Informatique. Création de parcours e-learning avec Articulate Storyline et Genially. Participation active à des projets open source. Bonne connaissance des langages HTML, CSS, JavaScript et Python. Compétence en gestion de projets informatiques.",Formateur Informatique
Rédaction de guides pédagogiques en informatique pour débutants. Animation de sessions de formation en bureautique et outils collaboratifs. Capacité d’adaptation dans des contextes multiculturels. Participation active à des projets open source. Esprit d’analyse et rigueur dans la résolution de problèmes. Exemple de contribution spécifique au métier : Formateur Informatique. Solide compréhension de la sécurité informatique. Expérience dans la rédaction de documentation technique. Création d’un module e-learning sur la programmation web. Mise en place de processus d'intégration continue. Connaissance approfondie des bases de données relationnelles. Conception de contenus pédagogiques interactifs pour les apprenants.,Formateur Informatique
"Capacité à travailler en équipe dans des environnements agiles. Suivi des progrès des apprenants en ligne. Connaissance approfondie des bases de données relationnelles. Animation de formations en présentiel et distanciel. Maîtrise de Moodle, Google Classroom, et outils LMS. Encadrement de projets pratiques pour les étudiants. Participation active à des projets open source. Formation continue sur les technologies émergentes. Conception de supports pédagogiques interactifs. Animation de sessions de formation en bureautique et outils collaboratifs. Exemple de contribution spécifique au métier : Formateur Informatique. Licence en technologies de l'information et communication.",Formateur Informatique
Animation de sessions de formation sur les langages Python et Java. Exemple de contribution spécifique au métier : Formateur Informatique. Participation active à des projets open source. Expérience dans le support technique aux utilisateurs. Maîtrise des systèmes d’exploitation Linux et Windows. Animation de sessions de formation en bureautique et outils collaboratifs. Animation de webinaires sur les métiers du numérique. Formation professionnelle continue en cybersécurité pour adultes. Compétence en gestion de projets informatiques. Exemple de contribution spécifique au métier : Formateur Informatique. Encadrement de projets pratiques pour les étudiants. Expérience dans la rédaction de documentation technique.,Formateur Informatique
Compétence en gestion de missions informatiques. Expérience dans la rédaction de documentation technique. Mise en place de classes inversées pour favoriser l’autonomie. Licence en technologies de l'information et communication. Esprit d’analyse et rigueur dans la résolution de problèmes. Suivi des progrès des apprenants en ligne. Connaissance approfondie des bases de données relationnelles. Encadrement de projets pratiques pour les étudiants. Encadrement d’ateliers pratiques sur le développement web. Conception de supports pédagogiques interactifs. Formation continue sur les technologies émergentes. Participation active à des projets open source.,Formateur Informatique
"Mise en place d’un système de suivi des apprenants via un LMS personnalisé. Animation de formations en présentiel et distanciel. Esprit d’analyse et rigueur dans la résolution de problèmes. Suivi des progrès des apprenants en ligne. Exemple de contribution spécifique au métier : Formateur Informatique. Maîtrise des outils de virtualisation et de conteneurisation. Encadrement de projets pratiques pour les étudiants. Exemple de contribution spécifique au métier : Formateur Informatique. Expérience dans le support technique aux utilisateurs. Mise en place de classes inversées pour favoriser l’autonomie. Exemple de contribution spécifique au métier : Formateur Informatique. Évaluation des acquis avec des outils interactifs (Kahoot, Quizizz).",Formateur Informatique
"Mise en place de processus d'intégration continue. Capacité d’adaptation dans des contextes multiculturels. Création de parcours e-learning avec Articulate Storyline et Genially. Collaboration avec des organismes de formation certifiants. Bonne communication écrite et orale en français et en anglais. Diplôme d’ingénieur pédagogique digital. Suivi des progrès des apprenants en ligne. Exemple de contribution spécifique au métier : Formateur Informatique. Maîtrise des systèmes d’exploitation Linux et Windows. Évaluation des acquis avec des outils interactifs (Kahoot, Quizizz). Connaissance approfondie des bases de informations relationnelles. Exemple de contribution spécifique au métier : Formateur Informatique.",Formateur Informatique
Solide compréhension de la sécurité informatique. Capacité d’adaptation dans des contextes multiculturels. Exemple de contribution spécifique au métier : Formateur Informatique. Connaissance approfondie des bases de données relationnelles. Suivi des progrès des apprenants en ligne. Certification de formateur professionnel en informatique. Animation de sessions de formation en bureautique et outils collaboratifs. Mise en place de classes inversées pour favoriser l’autonomie. Formation professionnelle continue en cybersécurité pour adultes. Formation continue sur les technologies émergentes. Bonne communication écrite et orale en français et en anglais. Mise en place de processus d'intégration continue.,Formateur Informatique
"Expérience dans le support technique aux utilisateurs. Solide compréhension de la sécurité informatique. Participation active à des projets open source. Formation professionnelle continue en cybersécurité pour adultes. Exemple de contribution spécifique au métier : Formateur Informatique. Rédaction de guides pédagogiques en informatique pour débutants. Accompagnement d’étudiants en projets informatiques de fin d’études. Suivi des progrès des apprenants en ligne. Maîtrise des outils de virtualisation et de conteneurisation. Animation de sessions de formation sur les langages Python et Java. Bonne connaissance des langages HTML, CSS, JavaScript et Python. Esprit d’analyse et rigueur dans la résolution de problèmes.",Formateur Informatique
Accompagnement d’étudiants en projets informatiques de fin d’études. Esprit d’analyse et rigueur dans la résolution de problèmes. Suivi des progrès des apprenants en ligne. Exemple de contribution spécifique au métier : Formateur Informatique. Animation de formations en présentiel et distanciel. Expérience dans le support technique aux utilisateurs. Maîtrise des outils de virtualisation et de conteneurisation. Conception de supports pédagogiques interactifs. Capacité à travailler en équipe dans des environnements agiles. Exemple de contribution spécifique au métier : Formateur Informatique. Exemple de contribution spécifique au métier : Formateur Informatique. Formation en andragogie et techniques d’animation de groupe.,Formateur Informatique
Compétence en gestion de projets informatiques. Capacité d’adaptation dans des contextes multiculturels. Master en ingénierie pédagogique multimédia. Exemple de contribution spécifique au métier : Formateur Informatique. Création de parcours e-learning avec Articulate Storyline et Genially. Exemple de contribution spécifique au métier : Formateur Informatique. Solide compréhension de la sécurité informatique. Rédaction de guides pédagogiques en informatique pour débutants. Participation à des audits de performance des systèmes. Maîtrise des systèmes d’exploitation Linux et Windows. Pilotage d’un programme de formation en informatique pour adultes en reconversion. Encadrement de projets pratiques pour les étudiants.,Formateur Informatique
Conception de supports pédagogiques interactifs. Mise en place d’un système de suivi des apprenants via un LMS personnalisé. Animation de webinaires sur les métiers du numérique. Animation de sessions de formation sur les langages Python et Java. Licence en technologies de l'information et communication. Suivi des progrès des apprenants en ligne. Exemple de contribution spécifique au métier : Formateur Informatique. Participation à des salons de l'éducation numérique. Formation continue sur les technologies émergentes. Animation de sessions de formation en bureautique et outils collaboratifs. Capacité d’adaptation dans des contextes multiculturels. Expérience dans le support technique aux utilisateurs.,Formateur Informatique
